nr_2012,latid_noiseUL,longit_noiseUL,latid_noiseUM2,longit_noiseUM2
1379,48.55117,39.2339,48.61306,39.39601
1380,48.52039,39.2458,48.62433,39.38171
1381,48.58173,39.33536,48.62326,39.42502
1382,48.5518,39.35739,48.57434,39.32264
1383,48.58929,39.37221,48.51304,39.37403
1384,48.58085,39.35611,48.51586,39.27989
1385,48.64087,39.34775,48.59303,39.40947
1386,48.54954,39.35028,48.67077,39.39418
1387,48.59507,39.31353,48.60815,39.31072
1388,48.58731,39.32086,48.59472,39.35712
1389,48.58575,39.36049,48.57692,39.33427
1390,48.57921,39.38002,48.52644,39.3237
1391,48.55446,38.62294,48.40609,38.64918
1393,48.5079,38.64779,48.54708,38.60598
1394,48.58381,38.65586,48.50046,38.69791
1395,48.55616,38.62138,48.60265,38.61057
1396,48.58489,38.67974,48.52058,38.69677
1397,48.57158,38.67574,48.53539,38.67726
1398,48.56327,38.64998,48.5326,38.67541
1399,48.51914,38.73557,48.4455,38.648
1400,48.49284,38.73437,48.54687,38.6943
1401,48.52243,38.6732,48.63191,38.78275
1403,48.50275,38.66546,48.60464,38.68219
1404,48.56808,38.69268,48.60908,38.68931
1405,48.52585,39.48545,48.55445,39.53331
1406,48.51824,39.52601,48.56849,39.51542
1407,48.47663,39.46292,48.56351,39.49384
1408,48.45394,39.53289,48.512,39.52175
1409,48.49969,39.47548,48.47145,39.44253
1410,48.44104,39.54193,48.51665,39.55943
1411,48.47245,39.52371,48.49944,39.44623
1412,48.55977,39.49999,48.43392,39.43708
1413,48.48536,39.43407,48.42686,39.50535
1414,48.50641,39.46228,48.52151,39.5276
1415,48.48623,39.54436,48.45973,39.45678
1416,48.5225,39.53785,48.53384,39.41685
1417,48.48435,39.52256,48.50763,39.48507
1418,48.52016,39.53917,48.50283,39.51365
1419,48.55461,39.48932,48.37603,39.48481
1420,48.36241,39.19715,48.38002,39.16549
1421,48.34309,39.19685,48.39841,39.20423
1422,48.44701,39.17998,48.39003,39.18188
1423,48.36914,39.16425,48.32524,39.10335
1424,48.37989,39.20472,48.44378,39.13676
1425,48.39565,39.17769,48.48607,39.11891
1426,48.41475,39.19219,48.38319,39.22241
1427,48.3145,39.17349,48.40963,39.19079
1428,48.41622,39.15802,48.36616,39.32496
1429,48.3862,39.18739,48.35412,39.13841
1430,48.45945,39.13566,48.46414,39.26352
1431,48.43143,39.20354,48.56189,39.18314
1432,48.38906,39.11514,48.46289,39.14902
1433,48.38102,39.21927,48.51941,39.22397
1434,48.40405,39.17074,48.38941,39.26876
1435,48.40423,39.23516,48.34146,39.25986
1436,48.41371,39.19114,48.36598,39.27913
1437,48.40971,39.26169,48.42657,39.10886
1438,48.38174,39.27649,48.31168,39.16195
1439,48.3666,39.2326,48.37519,39.16411
1440,48.41134,39.27699,48.34885,39.21936
1441,49.20707,38.90071,49.2561,38.9608
1442,49.1496,38.89958,49.17999,38.91777
1443,49.24268,38.92731,49.23698,38.91474
1444,49.21417,38.85827,49.15551,38.97374
1445,49.21152,38.91436,49.26751,38.90971
1446,49.2785,38.93081,49.20164,38.80917
1447,49.20642,39.01955,49.28676,38.96714
1448,49.26146,38.95845,49.19082,38.91059
1449,49.20284,38.97518,49.17024,38.99246
1450,49.13019,38.90752,49.27416,38.9403
1451,49.18695,38.92203,49.15886,38.86274
1452,49.23951,38.87534,49.2746,38.91556
1453,48.48114,38.77647,48.44793,38.85356
1454,48.43238,38.85086,48.4114,38.82772
1455,48.46895,38.83735,48.43581,38.78037
1456,48.44867,38.88541,48.60868,38.72455
1457,48.50835,38.81725,48.44488,38.83823
1458,48.42878,38.81529,48.4853,38.86517
1459,48.42337,38.75902,48.57133,38.78703
1460,48.52525,38.74635,48.39117,38.7869
1461,48.50345,38.88767,48.50396,38.74892
1462,48.49183,38.79665,48.42326,38.74136
1463,48.49473,38.77474,48.39579,38.89244
1464,48.52337,38.81797,48.45869,38.74608
1465,48.45681,38.82294,48.57693,38.81063
1466,48.47705,34.93674,48.46244,35.05993
1467,48.43847,35.02893,48.46461,34.92009
1468,48.47,35.04584,48.54174,35.04251
1469,48.48651,35.09073,48.48493,34.99681
1470,48.47467,35.01152,48.42822,34.96083
1471,48.42783,35.08352,48.4763,35.04433
1472,48.47067,34.96437,48.34084,35.01558
1473,48.50808,35.03215,48.41171,34.99261
1474,48.43665,34.97467,48.49203,35.06462
1475,48.52743,34.99439,48.43455,34.97795
1476,48.47393,35.01247,48.46972,34.94968
1477,48.52302,34.98811,48.46639,34.96089
1478,48.46379,34.94766,48.4616,35.02018
1479,48.48679,35.0069,48.47501,35.04957
1480,48.44984,35.02781,48.42743,35.00406
1481,48.43279,35.01238,48.52565,34.96051
1482,47.90272,33.35747,47.89721,33.40717
1483,47.8554,33.3361,47.97997,33.40164
1484,47.93869,33.35487,47.90085,33.3978
1485,47.88672,33.40468,47.7943,33.39682
1486,47.9151,33.282,47.94215,33.37278
1487,47.87056,33.35223,47.897,33.32083
1488,47.8567,33.36301,47.91033,33.40376
1489,47.91963,33.37913,47.96656,33.39077
1490,47.94397,33.39358,47.87252,33.31179
1491,47.96518,33.34841,47.87555,33.39766
1492,47.95873,33.38914,47.97412,33.33891
1493,47.92521,33.36114,47.89603,33.38934
1494,48.4934,34.65835,48.56497,34.6174
1495,48.48001,34.61818,48.62872,34.6835
1496,48.57004,34.59536,48.50225,34.62216
1497,48.57315,34.59811,48.52086,34.58383
1498,48.55254,34.58627,48.53886,34.69455
1499,48.55954,34.67276,48.55023,34.64389
1500,48.5624,36.12444,48.56192,36.04609
1501,48.4809,36.11868,48.50222,36.00413
1502,48.53794,36.07829,48.53917,36.13028
1503,48.53335,36.10764,48.51326,36.06368
1504,48.48315,35.98036,48.52402,36.13187
1505,48.47797,36.07785,48.58167,36.12735
1506,48.49295,36.09317,48.48445,36.08712
1507,48.52518,36.07308,48.5682,36.00772
1508,48.49278,36.13287,48.42606,36.05951
1509,48.4297,36.09731,48.508,36.02579
1510,48.46009,36.08481,48.50044,36.10946
1511,48.53886,36.12706,48.53493,36.07909
1512,48.50377,36.06945,48.55793,36.0808
1513,48.54223,36.06546,48.42188,36.07763
1514,48.59158,36.17002,48.45108,36.15082
1515,48.50396,36.12583,48.62101,36.09513
1516,48.835,35.31314,48.84108,35.3589
1517,48.78726,35.27227,48.72071,35.25666
1518,48.83009,35.27462,48.75669,35.19722
1519,48.83568,35.28876,48.8372,35.19455
1520,48.75375,35.24781,48.79195,35.21948
1521,48.82646,35.30042,48.79219,35.34969
1522,48.79441,35.27843,48.84203,35.2957
1523,48.87992,34.51454,48.99113,34.45181
1524,48.83809,34.43945,48.84134,34.44427
1525,48.84487,34.54755,48.86549,34.45962
1526,48.90007,34.51182,48.86515,34.47708
1527,48.89019,34.52846,48.90522,34.5558
1528,48.91181,34.46443,48.89897,34.55158
1529,48.92151,34.46838,48.88427,34.44258
1530,48.85572,34.46945,48.96473,34.48956
1531,48.90294,34.57346,48.85625,34.42563
1532,48.83627,34.52417,48.82501,34.47179
1533,48.84513,34.53545,48.90923,34.44524
1534,49.42582,27.00661,49.45464,27.00804
1535,49.32897,27.01757,49.37863,26.96283
1536,49.4273,27.03025,49.39525,26.98983
1537,49.46579,27.02763,49.44542,26.98616
1538,49.37616,26.96007,49.33232,26.96712
1539,49.41718,26.95921,49.40306,26.97003
1540,49.48164,26.94971,49.38068,26.94841
1541,49.39417,27.02854,49.35279,26.99832
1542,49.3163,26.98087,49.41881,26.93254
1543,49.42955,26.89591,49.36568,26.9955
1544,49.79646,27.27681,49.81305,27.22383
1545,49.76017,27.1822,49.64019,27.18977
1546,49.7682,27.19961,49.87448,27.10649
1547,49.74744,27.23921,49.7135,27.18817
1548,49.72037,27.26344,49.89759,27.25395
1549,49.73479,27.22858,49.70181,27.20348
1550,49.77345,27.19159,49.7376,27.23614
1551,49.75377,27.29986,49.78586,27.18274
1552,49.771,27.27749,49.76754,27.2964
1553,49.77173,27.25845,49.77089,27.19706
1554,49.74512,27.25614,49.7537,27.21846
1555,49.16391,26.76848,49.17269,26.83909
1556,49.153,26.7793,49.17296,26.87418
1557,49.22202,26.79435,49.16638,26.94656
1558,49.25811,26.91332,49.21399,26.79909
1559,49.22749,26.81105,49.14035,26.8193
1560,49.17788,26.81395,49.11967,26.80059
1561,49.2095,26.84588,49.16035,26.78693
1562,49.37513,27.72223,49.41376,27.61131
1563,49.40706,27.61966,49.40186,27.65862
1564,49.43565,27.69739,49.34876,27.72782
1565,49.40717,27.60042,49.41993,27.71982
1566,49.36757,27.66252,49.35195,27.60221
1567,49.44337,27.61787,49.36124,27.55896
1568,49.34067,27.63804,49.39488,27.63466
1569,49.43536,27.63139,49.39982,27.62237
1570,49.36164,27.64152,49.46193,27.78785
1571,49.41183,27.64069,49.42228,27.64165
1572,49.42822,27.63773,49.34765,27.5807
1573,49.36679,27.61457,49.33167,27.65319
1574,49.87296,26.47068,49.85972,26.38341
1575,49.86657,26.38507,49.7899,26.47711
1576,49.85516,26.42366,49.87582,26.40523
1577,49.82309,26.43372,49.86659,26.36748
1578,49.88061,26.45403,49.86376,26.40689
1579,49.8108,26.37224,49.87242,26.42163
1580,49.88962,26.43442,49.85304,26.47528
1581,49.87635,26.34825,49.8065,26.42376
1582,49.87696,26.40541,49.81371,26.34138
1583,49.90221,26.37022,49.85721,26.38096
1584,49.79454,26.39117,49.85788,26.46558
1585,49.83116,26.36872,49.848,26.38386
1586,48.1763,37.79509,48.22311,37.86137
1587,48.06182,37.7606,48.10565,37.75818
1588,48.03615,37.79521,48.15057,37.77404
1589,48.16295,37.84252,48.15497,37.81531
1590,48.1499,37.80158,48.13459,37.83843
1591,48.01838,37.80102,48.15152,37.80261
1592,48.16342,37.72398,48.12481,37.85846
1593,48.1089,37.79409,48.14847,37.89462
1594,48.07479,37.78979,48.09581,37.72332
1595,48.06809,37.81351,48.13605,37.84635
1596,48.14432,37.74371,48.11446,37.84567
1597,48.10532,37.8125,48.05634,37.80753
1598,48.13831,37.84834,48.12798,37.86551
1599,48.1195,37.84179,48.13248,37.71413
1600,48.06916,37.77497,48.14697,37.85398
1601,48.12119,37.75111,48.10907,37.87472
1602,48.18373,37.81711,48.15014,37.78443
1603,48.14216,37.81609,48.12143,37.83767
1604,48.12077,37.81017,48.06526,37.86657
1605,48.15195,37.81165,48.08266,37.83673
1606,48.12679,37.80114,48.2199,37.84127
1607,48.16404,37.80641,48.06767,37.73616
1608,48.1004,37.75523,48.12469,37.8697
1609,48.16574,37.85648,48.14207,37.89895
1610,48.13042,37.78711,48.04497,37.86561
1611,48.11876,37.88756,48.07713,37.8826
1612,48.06675,37.75727,48.15084,37.78676
1613,48.16691,37.82115,48.07593,37.74541
1614,48.097,37.71753,48.05828,37.79427
1615,48.07187,37.83202,48.1727,37.73252
1616,48.16879,37.79686,48.05247,37.87878
1617,48.07286,37.80655,48.11668,37.76173
1618,48.16782,37.79212,48.11592,37.82411
1619,48.08755,37.84878,48.15356,37.77543
1620,48.14361,37.83041,48.116,37.87201
1621,48.14544,37.79586,48.19032,37.73217
1622,48.10827,37.82443,48.14354,37.80092
1623,48.15449,37.81122,48.18654,37.83167
1624,48.07917,37.78511,48.09659,37.91468
1625,47.73136,37.56531,47.71338,37.50129
1626,47.77116,37.62018,47.71674,37.54389
1627,47.68555,37.6018,47.73802,37.60388
1628,47.71447,37.52154,47.70531,37.49931
1629,47.72097,37.61171,47.65137,37.64045
1630,47.69221,37.62855,47.71221,37.56588
1631,47.68457,37.59093,47.66765,37.51736
1632,47.71565,37.58358,47.72912,37.55531
1633,47.67354,37.51104,47.70399,37.58155
1634,47.72894,37.54854,47.76531,37.5374
1635,47.70458,37.52028,47.66648,37.61374
1636,47.69157,37.5807,47.70842,37.60643
1637,47.71393,37.53217,47.75734,37.65882
1638,47.71774,37.56255,47.74504,37.56891
1639,47.71279,37.5779,47.65482,37.53617
1640,48.04608,37.35306,47.94624,37.24446
1641,47.98175,37.30967,47.90231,37.32159
1642,47.9916,37.35438,47.92035,37.35156
1643,48.01645,37.24141,48.06562,37.22691
1644,48.01902,37.29319,47.9906,37.35056
1645,48.04682,37.25885,47.98475,37.3159
1646,48.0136,37.32336,48.01118,37.34098
1647,47.97539,37.32518,47.9593,37.29808
1648,48.01491,37.33752,47.9402,37.30262
1649,48.01154,37.39,47.98136,37.16647
1650,47.96677,37.39509,47.95393,37.25208
1651,48.05278,37.33465,48.01052,37.24131
1652,47.92886,37.31794,47.95811,37.34686
1653,48.34216,38.24601,48.33746,38.2654
1654,48.31989,38.2877,48.28256,38.23466
1655,48.22617,38.23772,48.29094,38.1342
1656,48.3578,38.20592,48.32854,38.2858
1657,48.39706,38.23172,48.34346,38.31382
1658,48.36205,38.20101,48.3163,38.1771
1659,48.32179,38.19682,48.38563,38.13134
1660,48.33818,38.17812,48.34682,38.17048
1661,48.37696,38.18377,48.27939,38.26262
1662,48.27848,38.19586,48.32452,38.17846
1663,48.29058,38.24632,48.2485,38.23918
1664,48.33823,38.22698,48.38306,38.18595
1665,48.3232,38.20242,48.36728,38.2197
1666,48.3112,38.20979,48.26129,38.15886
1667,48.42006,38.28853,48.33615,38.3285
1668,48.34755,38.20889,48.40708,38.2365
1669,48.35177,38.22504,48.33233,38.17646
1670,48.25644,38.27164,48.4231,38.19156
1671,48.32064,38.18238,48.2948,38.2204
1672,48.31707,38.2384,48.24592,38.20806
1673,48.37136,38.21574,48.31361,38.19345
1674,48.3404,38.28028,48.39492,38.14266
1675,48.28199,38.27477,48.34784,38.16959
1676,48.35109,38.22169,48.29144,38.28004
1679,48.3753,38.26027,48.25153,38.22997
1680,48.36482,38.2256,48.24848,38.25266
1682,48.31127,38.26229,48.29917,38.24863
1683,48.30145,38.20775,48.31863,38.17634
1684,48.35712,38.26893,48.34395,38.18545
1685,48.35107,38.26771,48.36447,38.12639
1686,48.32454,38.26503,48.30584,38.22412
1687,48.34402,38.28612,48.31592,38.18694
1688,48.31974,38.19049,48.39818,38.19434
1689,48.34088,38.20234,48.31244,38.3333
1691,48.27466,38.24658,48.36293,38.201
1692,48.26367,38.22,48.31298,38.25837
1693,48.30436,38.25516,48.22506,38.23127
1695,48.26945,38.21553,48.29891,38.29576
1696,48.67184,37.50699,48.75972,37.43772
1697,48.64262,37.48822,48.58993,37.50808
1699,48.64523,37.53852,48.67226,37.54734
1700,48.59599,37.50838,48.65003,37.508
1703,48.61335,37.57145,48.62343,37.58564
1704,48.59356,37.55962,48.5409,37.53902
1705,48.55045,37.53869,48.60934,37.56693
1706,48.62254,37.55542,48.45821,37.52564
1708,48.65577,37.56741,48.66256,37.39956
1709,48.59245,37.57431,48.56419,37.47387
1710,48.57592,37.47978,48.68289,37.55617
1711,48.62586,37.49693,48.61185,37.49525
1712,48.61032,37.55374,48.61963,37.56184
1713,48.65158,37.52584,48.6368,37.56382
1714,48.63245,37.53448,48.64986,37.49693
1715,48.54549,37.56691,48.6307,37.52818
1716,48.5407,37.57177,48.56799,37.49298
1717,48.56944,37.56365,48.65773,37.47299
1718,48.65318,37.47816,48.60137,37.58792
1719,48.59818,37.4884,48.62181,37.47769
1720,48.5779,37.52428,48.64461,37.55879
1721,48.58769,37.52638,48.60343,37.53043
1722,48.60493,37.4991,48.62622,37.50156
1723,48.52423,37.48397,48.53228,37.42403
1724,48.58178,37.52911,48.59298,37.56016
1725,48.65235,37.52406,48.55486,37.52357
1726,48.63012,37.53341,48.58249,37.57502
1727,48.70327,37.53209,48.68397,37.53705
1728,48.6022,37.50308,48.65413,37.56292
1729,48.56174,37.55572,48.58035,37.45575
1730,48.60931,37.54232,48.69631,37.51677
1731,48.55924,37.56654,48.58871,37.49894
1732,48.70245,37.51384,48.65075,37.50518
1733,48.54955,37.54656,48.63212,37.52508
1734,48.55103,37.78108,48.57821,37.89901
1735,48.58872,37.78823,48.61188,37.85537
1736,48.58954,37.79676,48.64081,37.83838
1737,48.59174,37.7839,48.56825,37.86461
1738,48.631,37.83022,48.67478,37.79117
1739,48.58335,37.80079,48.56524,37.81521
1740,48.61798,37.83458,48.59575,37.91711
1741,48.61695,37.81274,48.61911,37.90865
1742,48.63551,37.84489,48.69773,37.92942
1743,48.64738,37.88475,48.56791,37.82858
1744,48.58694,37.83015,48.62167,37.76473
1745,48.64006,37.86064,48.57109,37.83781
1746,48.63337,37.83299,48.57396,37.78354
1747,48.55605,37.88311,48.55449,37.86154
1748,48.56614,37.83908,48.61824,37.89355
1749,47.91082,37.7756,47.86385,37.79722
1750,47.93237,37.82155,47.79266,37.80787
1751,47.90353,37.81993,47.81956,37.75563
1752,47.85231,37.80445,47.78464,37.75173
1753,47.87647,37.82147,47.90334,37.72718
1754,47.86601,37.78736,47.89172,37.78561
1755,47.81775,37.74388,47.88036,37.81574
1756,47.88415,37.72892,47.8425,37.89746
1757,47.83301,37.62289,48.03152,37.5069
1758,47.8777,37.5898,47.91919,37.56838
1759,47.91293,37.57245,47.90892,37.51011
1760,47.92148,37.51672,47.92164,37.49813
1761,47.96814,37.53918,47.94973,37.54477
1762,47.95555,37.55869,47.90094,37.54121
1763,47.96237,37.54184,47.98164,37.60685
1764,47.88536,37.56858,48.05491,37.55732
1765,47.94397,37.49802,47.9938,37.54193
1766,48.47073,35.05184,48.51147,34.91967
1767,48.4306,34.9761,48.48225,35.04239
1768,48.5164,35.01959,48.5088,34.9066
1769,48.42991,34.92948,48.43014,35.0057
1770,48.50039,35.00336,48.41734,34.90608
1771,48.44832,35.01472,48.35872,35.04647
1772,48.44056,35.03368,48.38216,35.01875
1773,48.45916,35.03715,48.4291,34.90738
1774,48.50548,35.04519,48.43141,35.04482
1775,48.4864,34.96261,48.46063,34.98163
1776,48.51413,35.00934,48.47371,35.00764
1777,48.41837,34.99682,48.48196,35.008
1778,48.43655,35.04568,48.43587,34.93245
1779,48.48311,35.02532,48.5235,34.99043
1780,48.42654,34.93497,48.5653,34.89882
1781,48.50016,35.02018,48.431,35.03234
1782,48.51143,34.97203,48.36907,34.98378
1783,48.46362,35.01827,48.39226,34.96304
1784,48.49211,35.06781,48.49464,35.02666
1785,48.44556,35.00634,48.49245,34.963
1786,48.42603,34.99306,48.48682,34.9615
1787,48.44326,34.9727,48.51291,34.97875
1788,48.48922,34.99876,48.44505,34.94414
1789,48.43517,35.06967,48.40514,34.97886
1790,47.88095,33.28716,47.88494,33.33517
1791,47.96487,33.29971,47.96947,33.40651
1792,47.8607,33.2669,47.89502,33.45086
1793,47.82718,33.34513,47.90604,33.41683
1794,47.91645,33.36849,47.8886,33.35998
1795,47.98617,33.28287,47.95734,33.38651
1796,47.91049,33.30434,47.93742,33.33534
1797,47.85827,33.40944,47.81357,33.29351
1798,47.92857,33.31378,47.86013,33.4182
1799,47.9166,33.38638,47.95059,33.44514
1800,47.98185,33.36761,47.93071,33.34177
1801,47.9077,33.3917,47.96881,33.34531
1802,47.87228,33.33961,47.93074,33.39022
1803,47.99846,33.30985,47.95738,33.35605
1804,48.55479,34.6277,48.54166,34.59302
1805,48.48078,34.53742,48.58919,34.58111
1806,48.52185,34.6092,48.55902,34.63617
1807,48.58636,34.61362,48.50278,34.6427
1808,48.53808,34.70762,48.57159,34.61576
1809,48.58175,34.53649,48.56133,34.69667
1810,48.54991,34.64756,48.45956,34.55632
1811,48.56566,34.57405,48.52593,34.6802
1812,48.53285,34.64555,48.46454,34.60287
1813,48.60398,34.6964,48.48572,34.60588
1814,48.58102,34.61,48.53197,34.76361
1815,48.52803,34.56839,48.60064,34.59455
1816,48.52273,34.64215,48.60155,34.60014
1817,48.57881,34.61444,48.49679,34.67401
1818,48.55397,34.65229,48.51531,34.66075
1819,48.57596,34.60073,48.64788,34.53554
1820,47.64787,33.50374,47.59676,33.4218
1821,47.62262,33.46623,47.62715,33.45151
1822,47.61864,33.52501,47.60489,33.52567
1823,47.60394,33.56023,47.63269,33.46992
1824,47.70571,33.48241,47.71501,33.63162
1825,47.62165,33.43674,47.67566,33.50565
1826,47.62763,33.4855,47.58748,33.5662
1827,47.53993,33.41388,47.6732,33.4277
1828,47.61195,33.39594,47.59641,33.48792
1829,47.654,33.50403,47.56066,33.53841
1830,47.67294,33.47287,47.60183,33.57611
